Time,Tick,Junction,Mode,Phase,WaitingTime_s,NorthWait_s,SouthWait_s,EastWait_s,WestWait_s,QueueLength,VehicleCount,IsCorridor
2026-04-07T18:59:05,4,J0_3,rl,NS-Green,18.1,29.7,28.03,27.95,26.89,54.56,67,True
2026-04-07T18:59:05,4,J1_0,rl,NS-Green,46.81,47.28,45.22,44.12,43.68,64.89,79,False
2026-04-07T18:59:05,4,J1_1,rl,NS-Green,51.27,51.78,49.52,48.57,47.63,70.99,88,False
2026-04-07T18:59:05,4,J1_2,rl,NS-Green,45.44,45.9,43.9,43.28,42.04,54.9,66,False
2026-04-07T18:59:05,4,J1_3,rl,NS-Green,18.24,29.72,28.42,28.17,27.1,54.22,66,True
2026-04-07T18:59:05,4,J2_0,rl,NS-Green,50.83,50.95,49.4,47.9,47.42,68.19,84,False
2026-04-07T18:59:05,4,J2_1,rl,NS-Green,41.74,41.84,40.57,39.55,38.78,50.66,61,False
2026-04-07T18:59:05,4,J2_2,rl,NS-Green,48.31,48.43,46.96,46.02,44.69,59.95,74,False
2026-04-07T18:59:05,4,J2_3,rl,NS-Green,17.8,28.78,27.9,27.49,26.44,50.34,60,True
2026-04-07T18:59:05,4,J3_0,rl,NS-Green,43.34,43.12,42.39,40.85,40.44,54.74,66,False
2026-04-07T18:59:05,4,J3_1,rl,NS-Green,44.28,44.06,43.31,41.96,41.14,60.2,74,False
2026-04-07T18:59:05,4,J3_2,rl,NS-Green,36.68,36.5,35.88,34.94,33.93,46.23,54,False
2026-04-07T18:59:05,4,J3_3,rl,NS-Green,18.85,30.25,29.73,29.11,28.0,54.36,66,True
2026-04-07T18:59:05,5,J0_0,rl,NS-Green,17.87,29.33,27.68,27.17,26.9,50.19,59,True
2026-04-07T18:59:05,5,J0_1,rl,NS-Green,19.19,31.49,29.71,29.32,28.75,58.89,71,True
2026-04-07T18:59:05,5,J0_2,rl,NS-Green,18.66,30.62,28.89,28.67,27.84,51.18,60,True
2026-04-07T18:59:05,5,J0_3,rl,NS-Green,19.91,32.69,30.84,30.76,29.59,57.25,70,True
2026-04-07T18:59:05,5,J1_0,rl,NS-Green,47.18,47.65,45.57,44.47,44.02,65.0,78,False
2026-04-07T18:59:05,5,J1_1,rl,NS-Green,53.66,54.19,51.83,50.84,49.85,69.78,84,False
2026-04-07T18:59:05,5,J1_2,rl,NS-Green,44.03,44.47,42.53,41.94,40.73,55.72,67,False
2026-04-07T18:59:05,5,J1_3,rl,NS-Green,19.89,32.41,30.99,30.72,29.55,63.88,79,True
2026-04-07T18:59:05,5,J2_0,rl,NS-Green,45.52,45.63,44.24,42.9,42.47,59.02,69,False
2026-04-07T18:59:05,5,J2_1,rl,NS-Green,41.6,41.7,40.43,39.41,38.65,50.18,60,False
2026-04-07T18:59:05,5,J2_2,rl,NS-Green,47.79,47.91,46.45,45.52,44.21,62.51,76,False
2026-04-07T18:59:05,5,J2_3,rl,NS-Green,18.86,30.49,29.57,29.12,28.01,53.42,65,True
2026-04-07T18:59:05,5,J3_0,rl,NS-Green,45.08,44.85,44.09,42.49,42.06,57.34,70,False
2026-04-07T18:59:05,5,J3_1,rl,NS-Green,43.79,43.57,42.83,41.49,40.68,58.39,70,False
2026-04-07T18:59:05,5,J3_2,rl,NS-Green,41.61,41.4,40.7,39.63,38.49,54.75,68,False
2026-04-07T18:59:05,5,J3_3,rl,NS-Green,18.54,29.75,29.24,28.62,27.53,54.6,66,True
2026-04-07T18:59:05,6,J0_0,rl,NS-Green,17.53,28.76,27.14,26.64,26.38,51.64,62,True
2026-04-07T18:59:05,6,J0_1,rl,NS-Green,18.87,30.96,29.21,28.83,28.27,59.43,72,True
2026-04-07T18:59:05,6,J0_2,rl,NS-Green,20.98,34.43,32.48,32.23,31.3,70.0,88,True
2026-04-07T18:59:05,6,J0_3,rl,NS-Green,19.85,32.58,30.74,30.66,29.49,64.55,79,True
2026-04-07T18:59:05,6,J1_0,rl,NS-Green,51.36,51.87,49.61,48.41,47.92,71.01,87,False
2026-04-07T18:59:05,6,J1_1,rl,NS-Green,45.44,45.89,43.89,43.05,42.21,59.82,70,False
2026-04-07T18:59:05,6,J1_2,rl,NS-Green,43.82,44.26,42.33,41.74,40.54,57.83,70,False
2026-04-07T18:59:05,6,J1_3,rl,NS-Green,21.32,34.73,33.22,32.93,31.67,62.79,75,True
2026-04-07T18:59:05,6,J2_0,rl,NS-Green,47.28,47.4,45.96,44.56,44.11,65.45,80,False
2026-04-07T18:59:05,6,J2_1,rl,NS-Green,40.55,40.65,39.41,38.42,37.67,50.79,61,False
2026-04-07T18:59:05,6,J2_2,rl,NS-Green,44.58,44.69,43.33,42.46,41.23,52.76,62,False
2026-04-07T18:59:05,6,J2_3,rl,NS-Green,17.9,28.94,28.06,27.64,26.58,53.28,64,True
2026-04-07T18:59:05,6,J3_0,rl,NS-Green,41.31,41.11,40.41,38.94,38.55,53.55,64,False
2026-04-07T18:59:05,6,J3_1,rl,NS-Green,44.62,44.39,43.63,42.27,41.45,57.48,69,False
2026-04-07T18:59:05,6,J3_2,rl,NS-Green,42.24,42.03,41.31,40.23,39.07,52.24,62,False
2026-04-07T18:59:05,6,J3_3,rl,NS-Green,19.71,31.63,31.09,30.44,29.28,61.52,76,True
2026-04-07T18:59:05,7,J0_0,rl,NS-Green,43.68,44.44,41.93,41.16,40.75,57.48,70,False
2026-04-07T18:59:05,7,J0_1,rl,NS-Green,44.1,44.87,42.34,41.78,40.97,58.0,70,False
2026-04-07T18:59:05,7,J0_2,rl,NS-Green,47.67,48.51,45.77,45.41,44.1,61.63,72,False
2026-04-07T18:59:05,7,J0_3,rl,NS-Green,45.66,46.46,43.83,43.72,42.05,57.19,67,False
2026-04-07T18:59:05,7,J1_0,rl,NS-Green,50.73,51.24,49.0,47.81,47.33,65.54,78,False
2026-04-07T18:59:05,7,J1_1,rl,NS-Green,46.2,46.67,44.63,43.78,42.92,59.9,72,False
2026-04-07T18:59:05,7,J1_2,rl,NS-Green,43.54,43.97,42.06,41.47,40.27,55.5,66,False
2026-04-07T18:59:05,7,J1_3,rl,NS-Green,42.55,42.98,41.1,40.74,39.19,56.3,66,False
2026-04-07T18:59:05,7,J2_0,rl,NS-Green,46.92,47.03,45.6,44.22,43.77,60.18,71,False
2026-04-07T18:59:05,7,J2_1,rl,NS-Green,40.15,40.25,39.03,38.04,37.3,50.25,60,False
2026-04-07T18:59:05,7,J2_2,rl,NS-Green,42.1,42.21,40.92,40.1,38.95,55.49,67,False
2026-04-07T18:59:05,7,J2_3,rl,NS-Green,41.86,41.96,40.68,40.08,38.55,55.75,68,False
2026-04-07T18:59:05,7,J3_0,rl,NS-Green,38.15,37.96,37.31,35.96,35.59,47.39,56,False
2026-04-07T18:59:05,7,J3_1,rl,NS-Green,46.29,46.06,45.27,43.86,43.0,64.67,79,False
2026-04-07T18:59:05,7,J3_2,rl,NS-Green,44.77,44.55,43.79,42.65,41.42,58.63,72,False
2026-04-07T18:59:05,7,J3_3,rl,NS-Green,50.88,50.62,49.76,48.72,46.86,69.25,85,False
2026-04-07T18:59:05,8,J0_0,rl,NS-Green,45.66,46.46,43.83,43.03,42.6,59.57,72,False
2026-04-07T18:59:05,8,J0_1,rl,NS-Green,43.58,44.34,41.83,41.29,40.48,54.73,65,False
2026-04-07T18:59:05,8,J0_2,rl,NS-Green,43.52,44.28,41.78,41.45,40.26,54.86,65,False
2026-04-07T18:59:05,8,J0_3,rl,NS-Green,39.39,40.08,37.82,37.72,36.28,47.52,55,False
2026-04-07T18:59:05,8,J1_0,rl,NS-Green,58.12,58.7,56.15,54.78,54.23,77.23,95,False
2026-04-07T18:59:05,8,J1_1,rl,NS-Green,45.98,46.44,44.41,43.56,42.71,64.19,78,False
2026-04-07T18:59:05,8,J1_2,rl,NS-Green,40.93,41.34,39.54,38.99,37.86,50.07,59,False
2026-04-07T18:59:05,8,J1_3,rl,NS-Green,44.52,44.97,43.01,42.63,41.0,55.57,67,False
2026-04-07T18:59:05,8,J2_0,rl,NS-Green,51.91,52.04,50.45,48.92,48.43,67.73,83,False
2026-04-07T18:59:05,8,J2_1,rl,NS-Green,42.61,42.72,41.42,40.38,39.59,57.63,71,False
2026-04-07T18:59:05,8,J2_2,rl,NS-Green,46.44,46.55,45.14,44.23,42.95,57.72,70,False
2026-04-07T18:59:05,8,J2_3,rl,NS-Green,40.97,41.07,39.82,39.23,37.73,51.05,60,False
2026-04-07T18:59:05,8,J3_0,rl,NS-Green,37.22,37.03,36.4,35.08,34.73,46.83,56,False
2026-04-07T18:59:05,8,J3_1,rl,NS-Green,49.81,49.56,48.72,47.2,46.28,62.34,75,False
2026-04-07T18:59:05,8,J3_2,rl,NS-Green,49.49,49.24,48.4,47.14,45.78,61.85,75,False
2026-04-07T18:59:05,8,J3_3,rl,NS-Green,55.05,54.77,53.83,52.71,50.7,72.3,88,False
2026-04-07T18:59:05,9,J0_0,rl,NS-Green,42.82,43.56,41.1,40.35,39.95,55.52,66,False
2026-04-07T18:59:05,9,J0_1,rl,NS-Green,47.62,48.45,45.72,45.12,44.24,63.29,78,False
2026-04-07T18:59:05,9,J0_2,rl,NS-Green,39.79,40.49,38.2,37.9,36.81,50.6,60,False
2026-04-07T18:59:05,9,J0_3,rl,NS-Green,37.55,38.21,36.05,35.96,34.59,45.2,54,False
2026-04-07T18:59:05,9,J1_0,rl,NS-Green,54.94,55.49,53.08,51.78,51.26,72.92,87,False
2026-04-07T18:59:05,9,J1_1,rl,NS-Green,48.24,48.72,46.6,45.7,44.81,62.95,76,False
2026-04-07T18:59:05,9,J1_2,rl,NS-Green,40.82,41.23,39.43,38.88,37.76,52.44,64,False
2026-04-07T18:59:05,9,J1_3,rl,NS-Green,46.06,46.52,44.49,44.1,42.42,58.61,71,False
2026-04-07T18:59:05,9,J2_0,rl,NS-Green,50.02,50.14,48.61,47.14,46.66,64.74,77,False
2026-04-07T18:59:05,9,J2_1,rl,NS-Green,42.44,42.55,41.25,40.21,39.43,51.14,60,False
2026-04-07T18:59:05,9,J2_2,rl,NS-Green,41.94,42.04,40.76,39.94,38.79,55.44,66,False
2026-04-07T18:59:05,9,J2_3,rl,NS-Green,46.51,46.63,45.21,44.53,42.83,61.43,76,False
2026-04-07T18:59:05,9,J3_0,rl,NS-Green,40.08,39.88,39.2,37.78,37.4,50.8,62,False
2026-04-07T18:59:05,9,J3_1,rl,NS-Green,46.43,46.2,45.41,43.99,43.13,59.47,71,False
2026-04-07T18:59:05,9,J3_2,rl,NS-Green,47.06,46.83,46.03,44.83,43.53,61.77,74,False
2026-04-07T18:59:05,9,J3_3,rl,NS-Green,52.19,51.93,51.04,49.97,48.07,72.14,87,False
2026-04-07T18:59:05,10,J0_0,rl,NS-Green,37.97,38.63,36.45,35.78,35.42,44.98,52,False
2026-04-07T18:59:05,10,J0_1,rl,NS-Green,46.38,47.19,44.52,43.94,43.09,61.65,74,False
2026-04-07T18:59:05,10,J0_2,rl,NS-Green,39.11,39.79,37.54,37.25,36.17,48.45,58,False
2026-04-07T18:59:05,10,J0_3,rl,NS-Green,39.08,39.76,37.52,37.42,35.99,49.98,61,False
2026-04-07T18:59:05,10,J1_0,rl,NS-Green,48.51,49.0,46.86,45.72,45.26,62.25,73,False
2026-04-07T18:59:05,10,J1_1,rl,NS-Green,50.0,50.5,48.3,47.37,46.45,64.88,79,False
2026-04-07T18:59:05,10,J1_2,rl,NS-Green,40.68,41.09,39.3,38.75,37.63,56.18,68,False
2026-04-07T18:59:05,10,J1_3,rl,NS-Green,46.82,47.29,45.23,44.83,43.12,63.54,78,False
2026-04-07T18:59:05,10,J2_0,rl,NS-Green,45.43,45.54,44.16,42.82,42.39,58.98,70,False
2026-04-07T18:59:05,10,J2_1,rl,NS-Green,43.51,43.62,42.29,41.22,40.42,59.78,74,False
2026-04-07T18:59:05,10,J2_2,rl,NS-Green,49.5,49.63,48.12,47.15,45.79,68.74,86,False
2026-04-07T18:59:05,10,J2_3,rl,NS-Green,44.9,45.02,43.65,42.99,41.36,59.01,71,False
2026-04-07T18:59:05,10,J3_0,rl,NS-Green,39.97,39.77,39.09,37.68,37.3,51.11,62,False
2026-04-07T18:59:05,10,J3_1,rl,NS-Green,44.74,44.51,43.75,42.39,41.56,59.72,72,False
2026-04-07T18:59:05,10,J3_2,rl,NS-Green,43.44,43.22,42.48,41.37,40.18,56.63,67,False
2026-04-07T18:59:05,10,J3_3,rl,NS-Green,51.29,51.03,50.16,49.11,47.23,66.11,78,False
2026-04-07T18:59:05,11,J0_0,rl,NS-Green,37.25,37.9,35.76,35.11,34.76,48.17,59,False
2026-04-07T18:59:05,11,J0_1,rl,NS-Green,45.25,46.04,43.44,42.88,42.04,58.27,69,False
2026-04-07T18:59:05,11,J0_2,rl,NS-Green,35.08,35.69,33.67,33.41,32.44,43.97,52,False
2026-04-07T18:59:05,11,J0_3,rl,NS-Green,36.33,36.97,34.88,34.79,33.46,45.59,54,False
2026-04-07T18:59:05,11,J1_0,rl,NS-Green,42.37,42.79,40.93,39.93,39.53,54.33,64,False
2026-04-07T18:59:05,11,J1_1,rl,NS-Green,47.01,47.48,45.41,44.54,43.67,64.15,77,False
2026-04-07T18:59:05,11,J1_2,rl,NS-Green,53.64,54.17,51.81,51.09,49.61,70.81,88,False
2026-04-07T18:59:05,11,J1_3,rl,NS-Green,47.84,48.31,46.21,45.8,44.06,62.62,75,False
2026-04-07T18:59:05,11,J2_0,rl,NS-Green,47.99,48.11,46.65,45.23,44.77,64.57,79,False
2026-04-07T18:59:05,11,J2_1,rl,NS-Green,47.91,48.03,46.57,45.39,44.51,63.28,77,False
2026-04-07T18:59:05,11,J2_2,rl,NS-Green,50.48,50.6,49.06,48.08,46.69,70.35,85,False
2026-04-07T18:59:05,11,J2_3,rl,NS-Green,45.25,45.36,43.98,43.32,41.67,55.24,66,False
2026-04-07T18:59:05,11,J3_0,rl,NS-Green,38.84,38.65,37.99,36.61,36.24,46.16,55,False
2026-04-07T18:59:05,11,J3_1,rl,NS-Green,46.13,45.9,45.12,43.71,42.86,60.7,73,False
2026-04-07T18:59:05,11,J3_2,rl,NS-Green,53.71,53.44,52.53,51.16,49.68,70.19,87,False
2026-04-07T18:59:05,11,J3_3,rl,NS-Green,48.4,48.16,47.33,46.34,44.58,59.67,71,False
2026-04-07T18:59:05,12,J0_0,rl,NS-Green,44.56,45.34,42.78,42.0,41.58,59.98,75,False
2026-04-07T18:59:05,12,J0_1,rl,NS-Green,41.07,41.79,39.43,38.92,38.16,52.32,62,False
2026-04-07T18:59:05,12,J0_2,rl,NS-Green,39.28,39.97,37.71,37.42,36.34,51.91,64,False
2026-04-07T18:59:05,12,J0_3,rl,NS-Green,41.5,42.22,39.84,39.73,38.22,60.38,76,False
2026-04-07T18:59:05,12,J1_0,rl,NS-Green,46.51,46.97,44.93,43.83,43.39,63.93,79,False
2026-04-07T18:59:05,12,J1_1,rl,NS-Green,53.56,54.09,51.73,50.74,49.75,73.98,91,False
2026-04-07T18:59:05,12,J1_2,rl,NS-Green,56.97,57.54,55.03,54.26,52.7,74.79,91,False
2026-04-07T18:59:05,12,J1_3,rl,NS-Green,46.45,46.92,44.87,44.48,42.78,64.71,78,False
2026-04-07T18:59:05,12,J2_0,rl,NS-Green,46.94,47.06,45.63,44.24,43.8,64.0,77,False
2026-04-07T18:59:05,12,J2_1,rl,NS-Green,45.24,45.36,43.98,42.87,42.03,57.39,68,False
2026-04-07T18:59:05,12,J2_2,rl,NS-Green,51.04,51.17,49.61,48.61,47.21,66.9,80,False
2026-04-07T18:59:05,12,J2_3,rl,NS-Green,41.58,41.69,40.42,39.81,38.3,52.49,63,False
2026-04-07T18:59:05,12,J3_0,rl,NS-Green,37.71,37.52,36.88,35.54,35.18,52.16,64,False
2026-04-07T18:59:05,12,J3_1,rl,NS-Green,44.08,43.86,43.11,41.77,40.95,57.79,69,False
2026-04-07T18:59:05,12,J3_2,rl,NS-Green,43.33,43.11,42.37,41.27,40.08,58.33,68,False
2026-04-07T18:59:05,12,J3_3,rl,NS-Green,38.97,38.78,38.11,37.32,35.89,49.62,58,False
2026-04-07T18:59:05,13,J0_0,rl,NS-Green,43.95,44.72,42.19,41.42,41.01,54.03,64,False
2026-04-07T18:59:05,13,J0_1,rl,NS-Green,36.36,36.99,34.9,34.45,33.78,45.07,53,False
2026-04-07T18:59:05,13,J0_2,rl,NS-Green,39.17,39.86,37.6,37.31,36.23,51.66,62,False
2026-04-07T18:59:05,13,J0_3,rl,NS-Green,48.31,49.16,46.38,46.26,44.5,61.88,75,False
2026-04-07T18:59:05,13,J1_0,rl,NS-Green,48.47,48.95,46.82,45.68,45.22,61.97,74,False
2026-04-07T18:59:05,13,J1_1,rl,NS-Green,50.47,50.97,48.75,47.82,46.88,72.14,86,False
2026-04-07T18:59:05,13,J1_2,rl,NS-Green,43.9,44.34,42.41,41.82,40.61,56.39,64,False
2026-04-07T18:59:05,13,J1_3,rl,NS-Green,50.96,51.47,49.22,48.79,46.93,70.87,87,False
2026-04-07T18:59:05,13,J2_0,rl,NS-Green,57.95,58.09,56.32,54.62,54.06,80.7,101,False
2026-04-07T18:59:05,13,J2_1,rl,NS-Green,47.24,47.36,45.92,44.76,43.89,62.08,76,False
2026-04-07T18:59:05,13,J2_2,rl,NS-Green,42.92,43.02,41.71,40.88,39.7,55.82,65,False
2026-04-07T18:59:05,13,J2_3,rl,NS-Green,42.99,43.1,41.78,41.16,39.59,62.16,77,False
2026-04-07T18:59:05,13,J3_0,rl,NS-Green,41.18,40.97,40.27,38.81,38.42,54.34,66,False
2026-04-07T18:59:05,13,J3_1,rl,NS-Green,38.8,38.61,37.95,36.76,36.05,49.53,58,False
2026-04-07T18:59:05,13,J3_2,rl,NS-Green,45.61,45.39,44.61,43.45,42.19,62.55,76,False
2026-04-07T18:59:05,13,J3_3,rl,NS-Green,43.13,42.91,42.18,41.29,39.72,52.21,63,False
2026-04-07T18:59:05,14,J0_0,rl,NS-Green,39.47,40.16,37.89,37.2,36.82,50.18,60,False
2026-04-07T18:59:05,14,J0_1,rl,NS-Green,39.96,40.66,38.36,37.86,37.12,49.06,60,False
2026-04-07T18:59:05,14,J0_2,rl,NS-Green,49.56,50.43,47.58,47.2,45.84,62.59,78,False
2026-04-07T18:59:05,14,J0_3,rl,NS-Green,46.3,47.11,44.45,44.33,42.64,63.49,77,False
2026-04-07T18:59:05,14,J1_0,rl,NS-Green,49.31,49.8,47.63,46.47,46.01,66.08,80,False
2026-04-07T18:59:05,14,J1_1,rl,NS-Green,47.94,48.42,46.31,45.42,44.54,59.31,69,False
2026-04-07T18:59:05,14,J1_2,rl,NS-Green,48.31,48.79,46.67,46.02,44.69,64.12,79,False
2026-04-07T18:59:05,14,J1_3,rl,NS-Green,43.9,44.34,42.41,42.04,40.44,56.97,66,False
2026-04-07T18:59:05,14,J2_0,rl,NS-Green,49.93,50.06,48.54,47.06,46.59,66.17,77,False
2026-04-07T18:59:05,14,J2_1,rl,NS-Green,42.2,42.31,41.02,39.99,39.21,55.09,65,False
2026-04-07T18:59:05,14,J2_2,rl,NS-Green,52.98,53.12,51.5,50.47,49.01,75.73,95,False
2026-04-07T18:59:05,14,J2_3,rl,NS-Green,40.46,40.57,39.33,38.74,37.27,53.43,63,False
2026-04-07T18:59:05,14,J3_0,rl,NS-Green,39.75,39.55,38.88,37.47,37.09,50.34,60,False
2026-04-07T18:59:05,14,J3_1,rl,NS-Green,39.91,39.71,39.04,37.82,37.08,51.31,62,False
2026-04-07T18:59:05,14,J3_2,rl,NS-Green,43.93,43.71,42.96,41.84,40.64,56.17,66,False
2026-04-07T18:59:05,14,J3_3,rl,NS-Green,43.76,43.55,42.8,41.9,40.31,58.61,72,False
2026-04-07T18:59:05,15,J0_0,rl,NS-Green,43.89,44.66,42.13,41.37,40.95,56.74,70,False
2026-04-07T18:59:05,15,J0_1,rl,NS-Green,37.53,38.19,36.03,35.56,34.87,49.38,60,False
2026-04-07T18:59:05,15,J0_2,rl,NS-Green,42.49,43.24,40.79,40.48,39.31,56.19,66,False
2026-04-07T18:59:05,15,J0_3,rl,NS-Green,44.83,45.61,43.04,42.92,41.29,54.95,64,False
2026-04-07T18:59:05,15,J1_0,rl,NS-Green,50.73,51.24,49.01,47.82,47.33,71.56,87,False
2026-04-07T18:59:05,15,J1_1,rl,NS-Green,44.25,44.69,42.74,41.92,41.1,60.49,73,False
2026-04-07T18:59:05,15,J1_2,rl,NS-Green,49.6,50.1,47.91,47.24,45.88,68.02,83,False
2026-04-07T18:59:05,15,J1_3,rl,NS-Green,43.34,43.78,41.87,41.5,39.92,55.91,67,False
2026-04-07T18:59:05,15,J2_0,rl,NS-Green,45.79,45.91,44.51,43.16,42.73,64.8,78,False
2026-04-07T18:59:05,15,J2_1,rl,NS-Green,39.63,39.73,38.52,37.55,36.82,52.41,63,False
2026-04-07T18:59:05,15,J2_2,rl,NS-Green,50.39,50.52,48.98,48.0,46.61,69.62,83,False
2026-04-07T18:59:05,15,J2_3,rl,NS-Green,39.67,39.76,38.56,37.98,36.53,52.43,63,False
2026-04-07T18:59:05,15,J3_0,rl,NS-Green,43.25,43.04,42.3,40.77,40.36,52.57,64,False
2026-04-07T18:59:05,15,J3_1,rl,NS-Green,37.3,37.11,36.48,35.34,34.65,50.51,61,False
2026-04-07T18:59:05,15,J3_2,rl,NS-Green,46.96,46.73,45.93,44.73,43.44,64.86,80,False
2026-04-07T18:59:05,15,J3_3,rl,NS-Green,46.32,46.09,45.3,44.35,42.66,58.44,70,False
2026-04-07T18:59:05,16,J0_0,rl,NS-Green,44.09,44.87,42.33,41.56,41.14,59.2,72,False
2026-04-07T18:59:05,16,J0_1,rl,NS-Green,39.03,39.71,37.47,36.98,36.26,49.54,60,False
